Name,Sector,Industry
Qwest Corporation,Public Utilities,Telecommunications Equipment
"Rackspace Hosting, Inc",Technology,"Computer Software: Programming, Data Processing"
Radian Group Inc.,Finance,Property-Casualty Insurers
RAIT Financial Trust,Consumer Services,Real Estate Investment Trusts
RAIT Financial Trust,n/a,n/a
RAIT Financial Trust,n/a,n/a
RAIT Financial Trust,n/a,n/a
RAIT Financial Trust,Consumer Services,Real Estate Investment Trusts
RAIT Financial Trust,Consumer Services,Real Estate Investment Trusts
Ralph Lauren Corporation,Consumer Non-Durables,Apparel
Ramco-Gershenson Properties Trust,Consumer Services,Real Estate Investment Trusts
Ramco-Gershenson Properties Trust,n/a,n/a
Range Resources Corporation,Energy,Oil & Gas Production
"Raymond James Financial, Inc.",Finance,Investment Bankers/Brokers/Service
"Raymond James Financial, Inc.",Finance,Investment Bankers/Brokers/Service
Rayonier Advanced Materials Inc.,Basic Industries,Major Chemicals
Rayonier Inc.,Consumer Services,Real Estate Investment Trusts
Raytheon Company,Capital Goods,Industrial Machinery/Components
"RE/MAX Holdings, Inc.",Finance,Real Estate
RealD Inc,Technology,Radio And Television Broadcasting And Communications Equipment
Realogy Holdings Corp.,Finance,Real Estate
Realty Income Corporation,Consumer Services,Real Estate Investment Trusts
Realty Income Corporation,n/a,n/a
"Red Hat, Inc.",Technology,"Computer Software: Programming, Data Processing"
Red Lion Hotels Corporation,Consumer Services,Hotels/Resorts
"Redwood Trust, Inc.",Consumer Services,Real Estate Investment Trusts
Regal Beloit Corporation,Consumer Durables,Metal Fabrications
Regal Entertainment Group,Consumer Services,Movies/Entertainment
Regency Centers Corporation,Consumer Services,Real Estate Investment Trusts
Regency Centers Corporation,n/a,n/a
Regency Centers Corporation,n/a,n/a
Regional Management Corp.,Finance,Finance: Consumer Services
Regions Financial Corporation,Finance,Major Banks
Regions Financial Corporation,n/a,n/a
Regions Financial Corporation,n/a,n/a
Regis Corporation,Consumer Services,Other Consumer Services
"Reinsurance Group of America, Incorporated",Finance,Life Insurance
"Reinsurance Group of America, Incorporated",Finance,Life Insurance
Reliance Steel & Aluminum Co.,Basic Industries,Metal Fabrications
RELX N.V.,Consumer Services,Publishing
RELX PLC,Consumer Services,Publishing
RenaissanceRe Holdings Ltd.,Finance,Property-Casualty Insurers
RenaissanceRe Holdings Ltd.,n/a,n/a
RenaissanceRe Holdings Ltd.,n/a,n/a
Renesola Ltd.,Technology,Semiconductors
Renren Inc.,Technology,EDP Services
"Rentech Nitrogen Partners, L.P.",Basic Industries,Agricultural Chemicals
"Republic Services, Inc.",Public Utilities,Environmental Services
ResMed Inc.,Health Care,Medical/Dental Instruments
Resolute Energy Corporation,Energy,Oil & Gas Production
Resolute Forest Products Inc.,Basic Industries,Paper
Resource Capital Corp.,Consumer Services,Real Estate Investment Trusts
Resource Capital Corp.,n/a,n/a
Resource Capital Corp.,n/a,n/a
Resource Capital Corp.,n/a,n/a
Restaurant Brands International Inc.,Consumer Services,Restaurants
Restoration Hardware Holdings Inc.,Consumer Services,Other Specialty Stores
"Retail Properties of America, Inc.",Consumer Services,Real Estate Investment Trusts
"Retail Properties of America, Inc.",n/a,n/a
"Revlon, Inc.",Consumer Non-Durables,Package Goods/Cosmetics
REX American Resources Corporation,Basic Industries,Major Chemicals
"Rexford Industrial Realty, Inc.",Consumer Services,Real Estate Investment Trusts
Rexnord Corporation,Technology,Industrial Machinery/Components
Reynolds American Inc,Consumer Non-Durables,Farming/Seeds/Milling
Rice Energy Inc.,Energy,Oil & Gas Production
Rice Midstream Partners LP,Public Utilities,Natural Gas Distribution
"Ringcentral, Inc.",Technology,EDP Services
Rio Tinto Plc,Basic Industries,Precious Metals
Ritchie Bros. Auctioneers Incorporated,Miscellaneous,Business Services
Rite Aid Corporation,Health Care,Medical/Nursing Services
"RiverNorth Opportunities Fund, Inc.",n/a,n/a
RLI Corp.,Finance,Property-Casualty Insurers
RLJ Lodging Trust,Consumer Services,Real Estate Investment Trusts
"Roadrunner Transportation Systems, Inc",Transportation,Oil Refining/Marketing
Robert Half International Inc.,Technology,Professional Services
"Rockwell Automation, Inc.",Capital Goods,Industrial Machinery/Components
"Rockwell Collins, Inc.",Capital Goods,Military/Government/Technical
"Rogers Communication, Inc.",Consumer Services,Television Services
Rogers Corporation,Basic Industries,Major Chemicals
"Rollins, Inc.",Finance,Diversified Commercial Services
"Roper Technologies, Inc.",Capital Goods,Industrial Machinery/Components
"Rose Rock Midstream, L.P.",Energy,Natural Gas Distribution
Rosetta Stone,Technology,Computer Software: Prepackaged Software
"Rouse Properties, Inc.",Finance,Real Estate
Rowan Companies plc,Energy,Oil & Gas Production
Royal Bank Of Canada,Finance,Commercial Banks
Royal Bank Of Canada,n/a,n/a
Royal Bank Of Canada,n/a,n/a
Royal Bank Scotland plc (The),Finance,Commercial Banks
Royal Bank Scotland plc (The),Finance,Commercial Banks
Royal Bank Scotland plc (The),Finance,Commercial Banks
Royal Bank Scotland plc (The),Finance,Commercial Banks
Royal Bank Scotland plc (The),Finance,Commercial Banks
Royal Bank Scotland plc (The),Finance,Commercial Banks
Royal Bank Scotland plc (The),n/a,n/a
Royal Bank Scotland plc (The),n/a,n/a
Royal Bank Scotland plc (The),n/a,n/a
Royal Bank Scotland plc (The),n/a,n/a
Royal Caribbean Cruises Ltd.,Consumer Services,Marine Transportation
Royal Dutch Shell PLC,n/a,n/a
Royal Dutch Shell PLC,Energy,Oil & Gas Production
"Royce Global Value Trust, Inc.",n/a,n/a
"Royce Micro-Cap Trust, Inc.",n/a,n/a
"Royce Value Trust, Inc.",n/a,n/a
"RPC, Inc.",Energy,Oilfield Services/Equipment
RPM International Inc.,Basic Industries,Paints/Coatings
"RSP Permian, Inc.",Energy,Oil & Gas Production
"Ruby Tuesday, Inc.",Consumer Services,Restaurants
"Ruckus Wireless, Inc.",Technology,Computer peripheral equipment
"Rudolph Technologies, Inc.",Capital Goods,Industrial Machinery/Components
"Ryder System, Inc.",Consumer Services,Rental/Leasing Companies
Ryerson Holding Corporation,Basic Industries,Metal Fabrications
"Ryman Hospitality Properties, Inc.",Consumer Services,Real Estate Investment Trusts
Sabine Royalty Trust,Energy,Oil & Gas Production
"Safe Bulkers, Inc",Transportation,Marine Transportation
"Safe Bulkers, Inc",n/a,n/a
"Safe Bulkers, Inc",n/a,n/a
"Safe Bulkers, Inc",n/a,n/a
"Safeguard Scientifics, Inc.",Finance,Finance/Investors Services
Salesforce.com Inc,Technology,Computer Software: Prepackaged Software
Salient Midstream & MLP Fund,n/a,n/a
"Sally Beauty Holdings, Inc.",Consumer Services,Other Specialty Stores
San Juan Basin Royalty Trust,Energy,Oil & Gas Production
Sanchez Energy Corporation,Energy,Oil & Gas Production
SandRidge Mississippian Trust I,Energy,Oil & Gas Production
SandRidge Mississippian Trust II,Energy,Oil & Gas Production
SandRidge Permian Trust,Energy,Oil & Gas Production
Sanofi,Health Care,Major Pharmaceuticals
Santander Consumer USA Holdings Inc.,Finance,Finance: Consumer Services
"Santander Holdings USA, Inc.",n/a,n/a
SAP SE,Technology,Computer Software: Prepackaged Software
Saratoga Investment Corp,n/a,n/a
Saratoga Investment Corp,n/a,n/a
Sasol Ltd.,Energy,Oil & Gas Production
"Saul Centers, Inc.",Consumer Services,Real Estate Investment Trusts
"Saul Centers, Inc.",n/a,n/a
Scana Corporation,Public Utilities,Power Generation
Schlumberger N.V.,Energy,Oilfield Services/Equipment
"Schweitzer-Mauduit International, Inc.",Basic Industries,Paper
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,Technology,EDP Services
Scorpio Bulkers Inc.,Transportation,Marine Transportation
Scorpio Bulkers Inc.,Transportation,Marine Transportation
Scorpio Tankers Inc.,Transportation,Marine Transportation
Scorpio Tankers Inc.,Transportation,Marine Transportation
Scorpio Tankers Inc.,Transportation,Marine Transportation
Scotts Miracle-Gro Company (The),Basic Industries,Agricultural Chemicals
"Scripps Networks Interactive, Inc",Consumer Services,Television Services
"Scudder Global High Income Fund, Inc.",n/a,n/a
Scudder High Income Trust,Consumer Services,Miscellaneous
Scudder Multi-Market Income Trust,n/a,n/a
Scudder Municiple Income Trust,n/a,n/a
Scudder Strategic Income Trust,n/a,n/a
Scudder Strategic Municiple Income Trust,n/a,n/a
"Seabridge Gold, Inc.",Basic Industries,Precious Metals
"SEACOR Holdings, Inc.",Transportation,Marine Transportation
Seadrill Limited,Energy,Oil & Gas Production
Seadrill Partners LLC,Energy,Oil & Gas Production
Sealed Air Corporation,Basic Industries,Major Chemicals
Seaspan Corporation,Transportation,Marine Transportation
Seaspan Corporation,n/a,n/a
Seaspan Corporation,n/a,n/a
Seaspan Corporation,n/a,n/a
Seaspan Corporation,Transportation,Marine Transportation
"SeaWorld Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
Select Asset Inc.,Finance,Finance: Consumer Services
Select Asset Inc.,Finance,Finance: Consumer Services
Select Income REIT,Consumer Services,Real Estate Investment Trusts
Select Medical Holdings Corporation,Health Care,Hospital/Nursing Management
"Selective Insurance Group, Inc.",Finance,Property-Casualty Insurers
Semgroup Corporation,Energy,Oilfield Services/Equipment
Semiconductor  Manufacturing International Corporation,Technology,Semiconductors
Sempra Energy,Public Utilities,Natural Gas Distribution
Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts
Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts
Sensata Technologies Holding N.V.,Capital Goods,Industrial Machinery/Components
Sensient Technologies Corporation,Basic Industries,Major Chemicals
Sequans Communications S.A.,Technology,Semiconductors
Seritage Growth Properties,Finance,Real Estate
Service Corporation International,Consumer Services,Other Consumer Services
"ServiceMaster Global Holdings, Inc.",Consumer Services,Other Consumer Services
"ServiceNow, Inc.",Technology,Computer Software: Prepackaged Software
Seventy Seven Energy Inc.,Energy,Oilfield Services/Equipment
"Shake Shack, Inc.",Consumer Services,Restaurants
Shaw Communications Inc.,Consumer Services,Television Services
"Shell Midstream Partners, L.P.",Energy,Natural Gas Distribution
Sherwin-Williams Company (The),Consumer Services,RETAIL: Building Materials
Shinhan Financial Group Co Ltd,Finance,Major Banks
Ship Finance International Limited,Transportation,Marine Transportation
Shopify Inc.,Technology,Computer Software: Prepackaged Software
"Shutterstock, Inc.",Technology,EDP Services
Sibanye Gold Limited,Basic Industries,Precious Metals
Signet Jewelers Limited,Consumer Services,Consumer Specialties
Silver Bay Realty Trust Corp.,Consumer Services,Real Estate Investment Trusts
"Silver Spring Networks, Inc.",Technology,Computer Communications Equipment
Silver Wheaton Corp,Basic Industries,Precious Metals
"Simon Property Group, Inc.",Consumer Services,Real Estate Investment Trusts
"Simon Property Group, Inc.",n/a,n/a
"Simpson Manufacturing Company, Inc.",Capital Goods,Industrial Machinery/Components
"SINOPEC Shangai Petrochemical Company, Ltd.",Basic Industries,Major Chemicals
Six Flags Entertainment Corporation New,Consumer Services,Services-Misc. Amusement & Recreation
SJW Corporation,Public Utilities,Water Supply
"SK Telecom Co., Ltd.",Public Utilities,Telecommunications Equipment
"Skechers U.S.A., Inc.",Consumer Non-Durables,Shoe Manufacturing
SL Green Realty Corporation,Consumer Services,Real Estate Investment Trusts
SL Green Realty Corporation,n/a,n/a
SM Energy Company,Energy,Oil & Gas Production
Smart,Consumer Services,Food Chains
"Smith & Nephew SNATS, Inc.",Health Care,Industrial Specialties
Smith (A.O.) Corporation,Consumer Durables,Consumer Electronics/Appliances
Snap-On Incorporated,Capital Goods,Industrial Machinery/Components
Sociedad Quimica y Minera S.A.,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
Solar Capital Ltd.,n/a,n/a
"Solarwinds, Inc.",Technology,Computer Software: Prepackaged Software
"Solera Holdings, Inc.",Technology,"Computer Software: Programming, Data Processing"
"Sonic Automotive, Inc.",Consumer Durables,Automotive Aftermarket
Sonoco Products Company,Consumer Durables,Containers/Packaging
Sony Corp Ord,Consumer Non-Durables,Consumer Electronics/Appliances
Sotheby&#39;s,Miscellaneous,Business Services
SouFun Holdings Limited,Technology,EDP Services
"Source Capital, Inc.",n/a,n/a
"South Jersey Industries, Inc.",Public Utilities,Oil/Gas Transmission
"Southcross Energy Partners, L.P.",Public Utilities,Natural Gas Distribution
Southern California Edison Company,n/a,n/a
Southern California Edison Company,n/a,n/a
Southern California Edison Company,n/a,n/a
Southern California Edison Company,n/a,n/a
Southern Company (The),Public Utilities,Electric Utilities: Central
Southern Company (The),Public Utilities,Electric Utilities: Central
Southern Copper Corporation,Basic Industries,Precious Metals
Southwest Airlines Company,Transportation,Air Freight/Delivery Services
Southwest Gas Corporation,Public Utilities,Oil & Gas Production
Southwestern Energy Company,Energy,Oil & Gas Production
Southwestern Energy Company,Energy,Oil & Gas Production
"Sovran Self Storage, Inc.",Consumer Services,Real Estate Investment Trusts
Sparton Corporation,Technology,Electrical Products
Special Opportunities Fund Inc.,n/a,n/a
Spectra Energy Corp,Public Utilities,Oil & Gas Production
"Spectra Energy Partners, LP",Public Utilities,Natural Gas Distribution
"Spectrum Brands Holdings, Inc.",Miscellaneous,Industrial Machinery/Components
"Speedway Motorsports, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
"Spirit Aerosystems Holdings, Inc.",Capital Goods,Military/Government/Technical
"Spirit Realty Capital, Inc.",Consumer Services,Building operators
Sprague Resources LP,Energy,Oil Refining/Marketing
Sprint Corporation,Public Utilities,Telecommunications Equipment
SPX Corporation,Technology,Industrial Machinery/Components
"SPX FLOW, Inc.",Technology,Industrial Machinery/Components
"Square, Inc.",Technology,Computer Software: Prepackaged Software
St. Joe Company (The),Consumer Services,Homebuilding
"St. Jude Medical, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
"Stag Industrial, Inc.",Consumer Services,Real Estate Investment Trusts
"Stag Industrial, Inc.",n/a,n/a
"Stag Industrial, Inc.",n/a,n/a
"Stage Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
"StanCorp Financial Group, Inc.",Finance,Accident &Health Insurance
"Standard Motor Products, Inc.",Capital Goods,Auto Parts:O.E.M.
Standex International Corporation,Technology,Industrial Machinery/Components
"Stanley Black & Decker, Inc.",Capital Goods,Industrial Machinery/Components
"Stanley Black & Decker, Inc.",Capital Goods,Industrial Machinery/Components
"Stanley Black & Decker, Inc.",Capital Goods,Industrial Machinery/Components
Stantec Inc,Consumer Services,Military/Government/Technical
"Star Gas Partners, L.P.",Consumer Services,Other Specialty Stores
"StarTek, Inc.",Technology,Professional Services
"Starwood Hotels & Resorts Worldwide, Inc.",Consumer Services,Hotels/Resorts
"STARWOOD PROPERTY TRUST, INC.",Consumer Services,Real Estate Investment Trusts
State Street Corporation,Finance,Major Banks
State Street Corporation,n/a,n/a
State Street Corporation,n/a,n/a
State Street Corporation,n/a,n/a
Statoil ASA,Energy,Integrated oil Companies
Steel Partners Holdings LP,Capital Goods,Industrial Specialties
Steelcase Inc.,Consumer Durables,Office Equipment/Supplies/Services
Stellus Capital Investment Corporation,n/a,n/a
Stellus Capital Investment Corporation,n/a,n/a
Stepan Company,Basic Industries,Package Goods/Cosmetics
STERIS plc,Health Care,Industrial Specialties
Sterling Bancorp,Finance,Major Banks
Stewart Information Services Corporation,Finance,Specialty Insurers
Stifel Financial Corporation,Finance,Investment Bankers/Brokers/Service
Stifel Financial Corporation,Finance,Investment Bankers/Brokers/Service
Stillwater Mining Company,Basic Industries,Precious Metals
STMicroelectronics N.V.,Technology,Semiconductors
Stone Energy Corporation,Energy,Oil & Gas Production
Stone Harbor Emerging Markets Income Fund,n/a,n/a
Stone Harbor Emerging Markets Total Income Fund,n/a,n/a
Stonegate Mortgage Corporation,Finance,Finance: Consumer Services
StoneMor Partners L.P.,Consumer Services,Other Consumer Services
"Stoneridge, Inc.",Capital Goods,Auto Parts:O.E.M.
STORE Capital Corporation,Consumer Services,Real Estate Investment Trusts
"Strategic Global Income Fund, Inc.",n/a,n/a
Stryker Corporation,Health Care,Medical/Dental Instruments
"Sturm, Ruger & Company, Inc.",Capital Goods,Ordnance And Accessories
"Suburban Propane Partners, L.P.",Consumer Services,Other Specialty Stores
Suffolk Bancorp,Finance,Major Banks
Sumitomo Mitsui Financial Group Inc,Finance,Commercial Banks
"Summit Hotel Properties, Inc.",Consumer Services,Real Estate Investment Trusts
"Summit Hotel Properties, Inc.",n/a,n/a
"Summit Hotel Properties, Inc.",n/a,n/a
"Summit Hotel Properties, Inc.",n/a,n/a
"Summit Materials, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
"Summit Midstream Partners, LP",Public Utilities,Natural Gas Distribution
"Sun Communities, Inc.",Consumer Services,Real Estate Investment Trusts
"Sun Communities, Inc.",n/a,n/a
Sun Life Financial Inc.,Finance,Life Insurance
"SunCoke Energy Partners, L.P.",Basic Industries,Steel/Iron Ore
"SunCoke Energy, Inc.",Basic Industries,Steel/Iron Ore
Suncor Energy  Inc.,Energy,Integrated oil Companies
"SunEdison, Inc.",Technology,Semiconductors
Sunoco Logistics Partners LP,Energy,Natural Gas Distribution
Sunoco LP,Energy,Oil Refining/Marketing
"Sunstone Hotel Investors, Inc.",Consumer Services,Hotels/Resorts
"Sunstone Hotel Investors, Inc.",n/a,n/a
"SunTrust Banks, Inc.",Finance,Major Banks
"SunTrust Banks, Inc.",n/a,n/a
"SunTrust Banks, Inc.",n/a,n/a
"SunTrust Banks, Inc.",n/a,n/a
"SunTrust Banks, Inc.",n/a,n/a
"Superior Energy Services, Inc.",Energy,Oilfield Services/Equipment
"Superior Industries International, Inc.",Capital Goods,Auto Parts:O.E.M.
SuperValu Inc.,Consumer Services,Food Chains
Swift Transportation Company,Transportation,Trucking Freight/Courier Services
"Swiss Helvetia Fund, Inc. (The)",n/a,n/a
Symetra Financial Corporation,Finance,Life Insurance
Synchrony Financial,Finance,Finance: Consumer Services
Syngenta AG,Basic Industries,Agricultural Chemicals
Synnex Corporation,Technology,Retail: Computer Software & Peripheral Equipment
Synovus Financial Corp.,Finance,Major Banks
Synovus Financial Corp.,n/a,n/a
SYNTHETIC FIXED INCOME SECURITIES INC,Finance,Finance: Consumer Services
SYNTHETIC FIXED INCOME SECURITIES INC,Finance,Finance: Consumer Services
SYNTHETIC FIXED INCOME SECURITIES INC,Finance,Finance: Consumer Services
"Synthetic Fixed-Income Securities, Inc.",n/a,n/a
"Synthetic Fixed-Income Securities, Inc.",n/a,n/a
"Synthetic Fixed-Income Securities, Inc.",Finance,Finance: Consumer Services
"Synthetic Fixed-Income Securities, Inc.",Finance,Finance: Consumer Services
Sysco Corporation,Consumer Non-Durables,Food Distributors
Systemax Inc.,Consumer Services,Catalog/Specialty Distribution
"Tableau Software, Inc.",Technology,Computer Software: Prepackaged Software
"Tahoe Resources, Inc.",Basic Industries,Precious Metals
"Taiwan Fund, Inc. (The)",n/a,n/a
Taiwan Semiconductor Manufacturing Company Ltd.,Technology,Semiconductors
TAL Education Group,Consumer Services,Other Consumer Services
"TAL International Group, Inc.",Technology,Diversified Commercial Services
Talen Energy Corporation,Public Utilities,Electric Utilities: Central
"Tallgrass Energy GP, LP",Public Utilities,Natural Gas Distribution
"Tallgrass Energy Partners, LP",Public Utilities,Natural Gas Distribution
"Tanger Factory Outlet Centers, Inc.",Consumer Services,Real Estate Investment Trusts
Taomee Holdings Limited,Miscellaneous,Business Services
Targa Resources Partners LP,Public Utilities,Natural Gas Distribution
Targa Resources Partners LP,n/a,n/a
"Targa Resources, Inc.",Public Utilities,Natural Gas Distribution
Target Corporation,Consumer Services,Department/Specialty Retail Stores
Taro Pharmaceutical Industries Ltd.,Health Care,Major Pharmaceuticals
Tata Motors Ltd,Capital Goods,Auto Manufacturing
"Taubman Centers, Inc.",Consumer Services,Real Estate Investment Trusts
"Taubman Centers, Inc.",n/a,n/a
"Taubman Centers, Inc.",n/a,n/a
Taylor Morrison Home Corporation,Capital Goods,Homebuilding
"TC PipeLines, LP",Public Utilities,Natural Gas Distribution
TCF Financial Corporation,Finance,Major Banks
TCF Financial Corporation,n/a,n/a
TCF Financial Corporation,n/a,n/a
TCF Financial Corporation,n/a,n/a
TCP International Holdings Ltd.,Consumer Durables,Building Products
"TCW Strategic Income Fund, Inc.",n/a,n/a
TE Connectivity Ltd.,Consumer Non-Durables,Electronic Components
"Team Health Holdings, Inc.",Technology,Professional Services
"Team, Inc.",Consumer Services,Other Consumer Services
Teck Resources Ltd,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
"TECO Energy, Inc.",Public Utilities,Electric Utilities: Central
Teekay Corporation,Transportation,Marine Transportation
Teekay LNG Partners L.P.,Consumer Services,Marine Transportation
Teekay Offshore Partners L.P.,Consumer Services,Marine Transportation
Teekay Offshore Partners L.P.,n/a,n/a
Teekay Offshore Partners L.P.,n/a,n/a
Teekay Tankers Ltd.,Consumer Services,Marine Transportation
TEGNA Inc.,Consumer Services,Newspapers/Magazines
TEGNA Inc.,Consumer Services,Broadcasting
Tejon Ranch Co,Finance,Real Estate
Tekla Healthcare Investors,n/a,n/a
Tekla Healthcare Opportunies Fund,n/a,n/a
Tekla Life Sciences Investors,n/a,n/a
Tekla World Healthcare Fund,n/a,n/a
"Teladoc, Inc.",Health Care,Medical/Nursing Services
Telecom Argentina Stet - France Telecom S.A.,Public Utilities,Telecommunications Equipment
Telecom Italia S.P.A.,Consumer Services,Telecommunications Equipment
Telecom Italia S.P.A.,n/a,n/a
Teledyne Technologies Incorporated,Capital Goods,Industrial Machinery/Components
Teleflex Incorporated,Health Care,Medical/Dental Instruments
Telefonica Brasil S.A.,Public Utilities,Telecommunications Equipment
Telefonica SA,Public Utilities,Telecommunications Equipment
"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment
"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment
"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment
"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment
"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment
TELUS Corporation,Public Utilities,Telecommunications Equipment
"Templeton Dragon Fund, Inc.",n/a,n/a
Templeton Emerging Markets Fund,n/a,n/a
"Templeton Emerging Markets Income Fund, Inc.",n/a,n/a
"Templeton Global Income Fund, Inc.",n/a,n/a
"Tempur Sealy International, Inc.",Consumer Durables,Home Furnishings
Tenaris S.A.,Basic Industries,Steel/Iron Ore
Tenet Healthcare Corporation,Health Care,Hospital/Nursing Management
Tennant Company,Technology,Industrial Machinery/Components
Tenneco Inc.,Capital Goods,Auto Parts:O.E.M.
Tennessee Valley Authority,Public Utilities,Electric Utilities: Central
Tennessee Valley Authority,Public Utilities,Electric Utilities: Central
Teradata Corporation,Technology,Computer Manufacturing
"Teradyne, Inc.",Capital Goods,Electrical Products
Terex Corporation,Capital Goods,Construction/Ag Equipment/Trucks
Ternium S.A.,Basic Industries,Steel/Iron Ore
"Terra Nitrogen Company, L.P.",Basic Industries,Agricultural Chemicals
Terreno Realty Corporation,Finance,Real Estate
Terreno Realty Corporation,n/a,n/a
Tesoro Corporation,Energy,Integrated oil Companies
Tesoro Logistics LP,Energy,Natural Gas Distribution
"Tetra Technologies, Inc.",Energy,Oil & Gas Production
Teva Pharmaceutical Industries Limited,Health Care,Major Pharmaceuticals
Texas Pacific Land Trust,Energy,Oil & Gas Production
Textainer Group Holdings Limited,Technology,Diversified Commercial Services
Textron Inc.,Capital Goods,Aerospace
Textura Corporation,Technology,Computer Software: Prepackaged Software
"Thai Fund, Inc. (The)",n/a,n/a
The AES Corporation,Basic Industries,Electric Utilities: Central
The AES Corporation,Basic Industries,Electric Utilities: Central
The Blackstone Group L.P.,Finance,Investment Managers
The Charles Schwab Corporation,Finance,Investment Bankers/Brokers/Service
The Charles Schwab Corporation,n/a,n/a
The Charles Schwab Corporation,n/a,n/a
The Cushing MLP Total Return Fund,n/a,n/a
The Gabelli Healthcare & Wellness Trust,n/a,n/a
The Gabelli Healthcare & Wellness Trust,n/a,n/a
The Gabelli Healthcare & Wellness Trust,n/a,n/a
The GDL Fund,n/a,n/a
The GDL Fund,n/a,n/a
"The Hanover Insurance Group, Inc.",Finance,Property-Casualty Insurers
"The Hanover Insurance Group, Inc.",Finance,Property-Casualty Insurers
"The Rubicon Project, Inc.",Technology,"Computer Software: Programming, Data Processing"
"The Travelers Companies, Inc.",Finance,Property-Casualty Insurers
Thermo Fisher Scientific Inc,Capital Goods,Industrial Machinery/Components
"Thermon Group Holdings, Inc.",Energy,Industrial Machinery/Components
Third Point Reinsurance Ltd.,Finance,Property-Casualty Insurers
THL Credit Senior Loan Fund,n/a,n/a
"THL Credit, Inc.",n/a,n/a
"THL Credit, Inc.",n/a,n/a
Thompson Creek Metals Company Inc.,Basic Industries,Precious Metals
Thomson Reuters Corp,Consumer Services,Publishing
"Thor Industries, Inc.",Consumer Non-Durables,Homebuilding
Tidewater Inc.,Consumer Services,Marine Transportation
"TIER REIT, Inc.",Consumer Services,Real Estate Investment Trusts
Tiffany & Co.,Consumer Services,Consumer Specialties
"Tilly&#39;s, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
TIM Participacoes S.A.,Public Utilities,Telecommunications Equipment
Time Inc.,Consumer Services,Newspapers/Magazines
Time Warner Cable Inc,Consumer Services,Television Services
Time Warner Inc.,Consumer Services,Television Services
Timken Company (The),Capital Goods,Metal Fabrications
Timken Steel Corporation,Basic Industries,Steel/Iron Ore
"Titan International, Inc.",Basic Industries,Steel/Iron Ore
"TJX Companies, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores
Toll Brothers Inc.,Capital Goods,Homebuilding
"Tootsie Roll Industries, Inc.",Consumer Non-Durables,Specialty Foods
TopBuild Corp.,Basic Industries,Engineering & Construction
Torchmark Corporation,Finance,Life Insurance
Torchmark Corporation,n/a,n/a
Toro Company (The),Capital Goods,Tools/Hardware
Toronto Dominion Bank (The),Finance,Commercial Banks
"Tortoise Energy Independence Fund, Inc.",n/a,n/a
Tortoise Energy Infrastructure Corporation,n/a,n/a
Tortoise Energy Infrastructure Corporation,n/a,n/a
"Tortoise MLP Fund, Inc.",n/a,n/a
"Tortoise Pipeline & Energy Fund, Inc.",n/a,n/a
"Tortoise Power and Energy Infrastructure Fund, Inc",n/a,n/a
"Total System Services, Inc.",Miscellaneous,Business Services
"TotalFinaElf, S.A.",Energy,Oil & Gas Production
"Tower International, Inc.",Capital Goods,Auto Parts:O.E.M.
"Townsquare Media, Inc.",Consumer Services,Broadcasting
Toyota Motor Corp Ltd Ord,Capital Goods,Auto Manufacturing
"TPG Specialty Lending, Inc.",n/a,n/a
TransAlta Corporation,Public Utilities,Electric Utilities: Central
TransCanada Corporation,Public Utilities,Natural Gas Distribution
"Transcontinental Realty Investors, Inc.",Consumer Services,Real Estate Investment Trusts
Transdigm Group Incorporated,Capital Goods,Military/Government/Technical
Transmontaigne Partners L.P.,Energy,Natural Gas Distribution
Transocean Ltd.,Energy,Oil & Gas Production
Transocean Partners LLC,Energy,Oil & Gas Production
Transportadora De Gas Sa Ord B,Public Utilities,Natural Gas Distribution
TransUnion,Finance,Finance: Consumer Services
TravelCenters of America LLC,Consumer Durables,Automotive Aftermarket
TravelCenters of America LLC,Consumer Durables,Automotive Aftermarket
TravelCenters of America LLC,Consumer Durables,Automotive Aftermarket
TravelCenters of America LLC,Consumer Durables,Automotive Aftermarket
Travelport Worldwide Limited,Consumer Services,Transportation Services
"TRC Companies, Inc.",Consumer Services,Military/Government/Technical
Trecora Resources,Energy,Integrated oil Companies
Tredegar Corporation,Capital Goods,Metal Fabrications
"Treehouse Foods, Inc.",Consumer Non-Durables,Packaged Foods
"Tremor Video, Inc.",Technology,Advertising
"Trex Company, Inc.",Basic Industries,Forest Products
Tri Continental Corporation,n/a,n/a
